Name,Value,Type
cb4_v2128,"1.40130E-45, 5.60519E-45, 5.60075E+25, 5.31092E-43",float4
cb4_v2129,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2130,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2131,"0.00, 1.79366E-43, 0.00, 0.00",float4
cb4_v2132,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2133,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2134,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2135,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2136,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2137,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2138,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2139,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2140,"1.40130E-45, 9.18369E-41, 0.00, 0.00",float4
cb4_v2141,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2142,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2143,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2144,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2145,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2146,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2147,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2148,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2149,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2150,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2151,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2152,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2153,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2154,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2155,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2156,"0.00, 0.00, 7.27700E+36, 5.31092E-43",float4
cb4_v2157,"1.40130E-45, 5.60519E-45, 7.29142E+36, 5.31092E-43",float4
cb4_v2158,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2159,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2160,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2161,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2162,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2163,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2164,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2165,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2166,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2167,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2168,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2169,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2170,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2171,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2172,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2173,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2174,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2175,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2176,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2177,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2178,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2179,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2180,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2181,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2182,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2183,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2184,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2185,"0.00, 0.00, 7.29375E+36, 5.31092E-43",float4
cb4_v2186,"1.40130E-45, 5.60519E-45, 7.30395E+36, 5.31092E-43",float4
cb4_v2187,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2188,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2189,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2190,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2191,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2192,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2193,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2194,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2195,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2196,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2197,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2198,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2199,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2200,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2201,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2202,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2203,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2204,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2205,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2206,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2207,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2208,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2209,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2210,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2211,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2212,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2213,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2214,"0.00, 0.00, 3.33084E+22, 5.31092E-43",float4
cb4_v2215,"1.40130E-45, 5.60519E-45, 7.30384E+36, 5.31092E-43",float4
cb4_v2216,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2217,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2218,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2219,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2220,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2221,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2222,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2223,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2224,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2225,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2226,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2227,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2228,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2229,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2230,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2231,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2232,"2.52234E-44, 0.00, 0.00, 5.31092E-43",float4
cb4_v2233,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2234,"0.00, 0.00, 1.49690E-11, 4.59149E-41",float4
cb4_v2235,"1.40130E-45, 0.00, 0.00, 5.31092E-43",float4
cb4_v2236,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2237,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2238,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2239,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2240,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2241,"0.00, 5.31092E-43, 0.00, 0.00",float4
cb4_v2242,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2243,"0.00, 0.00, 7.29940E+36, 5.31092E-43",float4
cb4_v2244,"1.40130E-45, 5.60519E-45, 7.28031E+36, 5.31092E-43",float4
cb4_v2245,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2246,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2247,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2248,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2249,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2250,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2251,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2252,"0.00, 0.00, 1.49690E-11, 4.59149E-41",float4
cb4_v2253,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2254,"9.70187E-15, 5.31092E-43, -1.97106E+28, 4.59135E-41",float4
cb4_v2255,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2256,"1.40130E-45, 5.32493E-43, 0.02817, 1.16308E-43",float4
cb4_v2257,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2258,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2259,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2260,"0.00, 0.00, 2.80260E-45, 4.59135E-41",float4
cb4_v2261,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2262,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2263,"0.00, 0.00, -8.03962E+27, 4.59135E-41",float4
cb4_v2264,"1.40130E-45, 0.00, 0.00, 5.32493E-43",float4
cb4_v2265,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2266,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2267,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2268,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2269,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2270,"0.00, 1.16308E-43, 0.00, 0.00",float4
cb4_v2271,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2272,"0.00, 0.00, 7.30740E+36, 5.31092E-43",float4
cb4_v2273,"1.40130E-45, 5.60519E-45, 7.29168E+36, 5.31092E-43",float4
cb4_v2274,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2275,"0.00, 5.31092E-43, 0.00, 0.00",float4
cb4_v2276,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2277,"0.00, 0.00, 1.49690E-11, 4.59149E-41",float4
cb4_v2278,"4.48416E-44, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v2279,"3.51350E-22, 5.31092E-43, 0.00, 0.00",float4
cb4_v2280,"0.00, 0.00, 4.48416E-44, 0.00",float4
cb4_v2281,"2.24208E-44, 0.00, 5.60519E-45, 0.00",float4
cb4_v2282,"1.29247E-24, 5.31092E-43, 0.02817, 1.16308E-43",float4
cb4_v2283,"2.80260E-45, 0.00, 1.97163E-07, 4.59149E-41",float4
cb4_v2284,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2285,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2286,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2287,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2288,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2289,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2290,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2291,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2292,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2293,"1.40130E-45, 0.00, 0.00, 4.20390E-45",float4
cb4_v2294,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2295,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2296,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2297,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2298,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2299,"0.00, 5.32493E-43, 0.00, 0.00",float4
cb4_v2300,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2301,"0.00, 0.00, 5.61288E+25, 5.31092E-43",float4
cb4_v2302,"1.40130E-45, 5.60519E-45, 7.30065E+36, 5.31092E-43",float4
cb4_v2303,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2304,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2305,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2306,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v2307,"0.02817, 1.16308E-43, -7.72555E+27, 4.59135E-41",float4
cb4_v2308,"0.02817, 1.16308E-43, 1.83138E+17, 5.32493E-43",float4
cb4_v2309,"0.02817, 1.16308E-43, -7.68030E+27, 4.59135E-41",float4
cb4_v2310,"1.40130E-45, 0.00, 1.40130E-45, 0.00",float4
cb4_v2311,"1.40130E-45, 0.00, 1.84018E+15, 1.40130E-45",float4
cb4_v2312,"3.19141E+08, 1.54143E-44, 0.03383, 0.00",float4
cb4_v2313,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2314,"1.40130E-45, 1.16308E-43, 2.94128E+20, 5.32493E-43",float4
cb4_v2315,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2316,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2317,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2318,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2319,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2320,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2321,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2322,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2323,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2324,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2325,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2326,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2327,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2328,"0.00, 5.31092E-43, 0.00, 0.00",float4
cb4_v2329,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2330,"0.00, 0.00, 7.27072E+36, 5.31092E-43",float4
cb4_v2331,"1.40130E-45, 5.60519E-45, 7.27108E+36, 5.31092E-43",float4
cb4_v2332,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2333,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2334,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2335,"0.00, 0.00, 0.02817, 1.16308E-43",float4
cb4_v2336,"2.80260E-45, 0.00, 1.97163E-07, 4.59149E-41",float4
cb4_v2337,"1.24723E-24, 5.31092E-43, 1.40130E-45, 4.59149E-41",float4
cb4_v2338,"3.36312E-44, 0.00, 0.00, 0.00",float4
cb4_v2339,"9.00879, 6.58610E-44, 1.40130E-45, 1.40130E-43",float4
cb4_v2340,"1.12016E+20, 2.80260E-45, 1.18585E-20, 6.42893E-40",float4
cb4_v2341,"-1.18074E+21, -1.43353E-42, 3.76158E-37, 0.00",float4
cb4_v2342,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2343,"1.40130E-45, 5.32493E-43, 4.26509E+07, 5.32493E-43",float4
cb4_v2344,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2345,"0.00, 0.00, 0.02817, 0.00",float4
cb4_v2346,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2347,"0.00, 0.00, 2.80260E-45, 1.16308E-43",float4
cb4_v2348,"2.52234E-44, 0.00, 0.00, 1.16308E-43",float4
cb4_v2349,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2350,"0.00, 0.00, 4.74700E+20, 5.32493E-43",float4
cb4_v2351,"1.40130E-45, 0.00, 0.00, 1.16308E-43",float4
cb4_v2352,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2353,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2354,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2355,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2356,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2357,"0.00, 5.32493E-43, 0.00, 0.00",float4
cb4_v2358,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2359,"0.00, 0.00, 7.30233E+36, 5.31092E-43",float4
cb4_v2360,"1.40130E-45, 5.60519E-45, 7.30630E+36, 5.31092E-43",float4
cb4_v2361,"1.40130E-45, 5.60519E-45, 0.00, 0.00",float4
cb4_v2362,"1.27879E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v2363,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2364,"0.00, 0.00, 1.96842E-07, 4.59149E-41",float4
cb4_v2365,"0.00, 5.32493E-43, 9.70187E-15, 5.31092E-43",float4
cb4_v2366,"0.00, 1.40130E-45, 0.00, 1.40130E-45",float4
cb4_v2367,"0.02817, 1.16308E-43, 7664956.00, 5.32493E-43",float4
cb4_v2368,"-0.00877, 5.31092E-43, 1.47669E-11, 4.59149E-41",float4
cb4_v2369,"3.51424E-22, 5.31092E-43, 1.82494E+17, 5.32493E-43",float4
cb4_v2370,"3.51591E-22, 5.31092E-43, 4.74700E+20, 5.32493E-43",float4
cb4_v2371,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2372,"1.40130E-45, 5.31092E-43, -2.02424E+28, 4.59135E-41",float4
cb4_v2373,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2374,"0.00, 0.00, 0.02817, 0.00",float4
cb4_v2375,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2376,"0.00, 0.00, 2.80260E-45, 4.59149E-41",float4
cb4_v2377,"2.52234E-44, 0.00, 0.00, 5.31092E-43",float4
cb4_v2378,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2379,"0.00, 0.00, 2009998.00, 5.32493E-43",float4
cb4_v2380,"1.40130E-45, 0.00, 0.00, 1.16308E-43",float4
cb4_v2381,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2382,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2383,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2384,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2385,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2386,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2387,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2388,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2389,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2390,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2391,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2392,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2393,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2394,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2395,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2396,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2397,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2398,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2399,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2400,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2401,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2402,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2403,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2404,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2405,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2406,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2407,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2408,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2409,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2410,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2411,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2412,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2413,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2414,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2415,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2416,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2417,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2418,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2419,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2420,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2421,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2422,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2423,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2424,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2425,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2426,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2427,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2428,"1600.00, 2000.00, 1500.00, 100.00",float4
cb4_v2429,"1600.00, 2000.00, 1500.00, 100.00",float4
cb4_v2430,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2431,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2432,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2433,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2434,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2435,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2436,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2437,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2438,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2439,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2440,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2441,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2442,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2443,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2444,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2445,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2446,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2447,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2448,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2449,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2450,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2451,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2452,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2453,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2454,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2455,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2456,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2457,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2458,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2459,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2460,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2461,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2462,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2463,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2464,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2465,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2466,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2467,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2468,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2469,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2470,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2471,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2472,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2473,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2474,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2475,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2476,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2477,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2478,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2479,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2480,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2481,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2482,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2483,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2484,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2485,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2486,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2487,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2488,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2489,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2490,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2491,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2492,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2493,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2494,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2495,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2496,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2497,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2498,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2499,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2500,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2501,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2502,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2503,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2504,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2505,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2506,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2507,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2508,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2509,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2510,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2511,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2512,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2513,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2514,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2515,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2516,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2517,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2518,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2519,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2520,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2521,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2522,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2523,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2524,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2525,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2526,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2527,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2528,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2529,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2530,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2531,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2532,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2533,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2534,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2535,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2536,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2537,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2538,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2539,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2540,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2541,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2542,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2543,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2544,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2545,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2546,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2547,"0.00, 0.00, 0.00, 1.00",float4
cb4_v2548,"0.00, 0.00, 0.00, 1.00",float4
